Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
02167;Chestnut Hill;MA;42.320797;-71.169847;-5;1;42.320797,-71.169847
02475;Arlington Heights;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02601;Hyannis;MA;41.654741;-70.2895;-5;1;41.654741,-70.2895
01971;Salem;MA;42.635443;-70.879123;-5;1;42.635443,-70.879123
02762;Plainville;MA;42.011848;-71.32392;-5;1;42.011848,-71.32392
02188;Weymouth;MA;42.212866;-70.95872;-5;1;42.212866,-70.95872
01378;Warwick;MA;42.667152;-72.32729;-5;1;42.667152,-72.32729
01503;Berlin;MA;42.380562;-71.62665;-5;1;42.380562,-71.62665
01040;Holyoke;MA;42.201891;-72.6242;-5;1;42.201891,-72.6242
01534;Northbridge;MA;42.140741;-71.64376;-5;1;42.140741,-71.64376
01778;Wayland;MA;42.345583;-71.35643;-5;1;42.345583,-71.35643
01930;Gloucester;MA;42.624015;-70.67552;-5;1;42.624015,-70.67552
02152;Winthrop;MA;42.373047;-70.97803;-5;1;42.373047,-70.97803
02790;Westport;MA;41.602517;-71.08904;-5;1;41.602517,-71.08904
02673;West Yarmouth;MA;41.656883;-70.23726;-5;1;41.656883,-70.23726
02551;Oak Bluffs;MA;41.453321;-70.558023;-5;1;41.453321,-70.558023
01822;Billerica;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02571;Wareham;MA;41.751554;-70.71059;-5;1;41.751554,-70.71059
01393;Whately;MA;42.459814;-72.593626;-5;1;42.459814,-72.593626
01468;Templeton;MA;42.557796;-72.06824;-5;1;42.557796,-72.06824
02739;Mattapoisett;MA;41.654776;-70.80087;-5;1;41.654776,-70.80087
01259;Southfield;MA;42.0645;-73.24674;-5;1;42.0645,-73.24674
02362;Plymouth;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
02477;Watertown;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01441;Gardner;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
02761;North Attleboro;MA;41.756214;-71.067062;-5;1;41.756214,-71.067062
01201;Pittsfield;MA;42.45384;-73.254;-5;1;42.45384,-73.254
02445;Brookline;MA;42.324397;-71.13933;-5;1;42.324397,-71.13933
01085;Westfield;MA;42.133642;-72.75029;-5;1;42.133642,-72.75029
01340;Colrain;MA;42.673371;-72.73104;-5;1;42.673371,-72.73104
01886;Westford;MA;42.592086;-71.43754;-5;1;42.592086,-71.43754
02358;North Pembroke;MA;41.805219;-70.62642;-5;1;41.805219,-70.62642
01754;Maynard;MA;42.430781;-71.45594;-5;1;42.430781,-71.45594
01020;Chicopee;MA;42.175992;-72.57265;-5;1;42.175992,-72.57265
01966;Rockport;MA;42.659936;-70.61727;-5;1;42.659936,-70.61727
02053;Medway;MA;42.151526;-71.42315;-5;1;42.151526,-71.42315
02562;Sagamore Beach;MA;41.793263;-70.519584;-5;1;41.793263,-70.519584
02401;Brockton;MA;42.079399;-71.03459;-5;1;42.079399,-71.03459
02177;Melrose;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01354;Northfield;MA;42.522178;-72.624164;-5;1;42.522178,-72.624164
02568;Vineyard Haven;MA;41.451263;-70.60872;-5;1;41.451263,-70.60872
01823;Haverhill;MA;42.800429;-71.11087;-5;1;42.800429,-71.11087
02191;Weymouth;MA;42.242749;-70.94434;-5;1;42.242749,-70.94434
02494;Needham;MA;42.29813;-71.23154;-5;1;42.29813,-71.23154
01813;Woburn;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02330;Carver;MA;41.873697;-70.7656;-5;1;41.873697,-70.7656
01270;Windsor;MA;42.443726;-73.116127;-5;1;42.443726,-73.116127
01001;Agawam;MA;42.07061;-72.62029;-5;1;42.07061,-72.62029
02025;Cohasset;MA;42.241908;-70.81223;-5;1;42.241908,-70.81223
02652;North Truro;MA;42.02889;-70.07938;-5;1;42.02889,-70.07938
01885;West Boxford;MA;42.635443;-70.879123;-5;1;42.635443,-70.879123
02565;Silver Beach;MA;41.799312;-70.308662;-5;1;41.799312,-70.308662
02760;North Attleboro;MA;41.975495;-71.33086;-5;1;41.975495,-71.33086
01923;Danvers;MA;42.569756;-70.94322;-5;1;42.569756,-70.94322
02717;East Freetown;MA;41.765934;-70.95332;-5;1;41.765934,-70.95332
01095;Wilbraham;MA;42.12531;-72.44057;-5;1;42.12531,-72.44057
01535;North Brookfield;MA;42.267274;-72.07823;-5;1;42.267274,-72.07823
01536;North Grafton;MA;42.231444;-71.70523;-5;1;42.231444,-71.70523
01537;North Oxford;MA;42.170846;-71.88989;-5;1;42.170846,-71.88989
02061;Norwell;MA;42.15243;-70.8205;-5;1;42.15243,-70.8205
02196;Boston;MA;42.338947;-70.919635;-5;1;42.338947,-70.919635
01004;Amherst;MA;42.384494;-72.513183;-5;1;42.384494,-72.513183
01083;Warren;MA;42.20468;-72.20259;-5;1;42.20468,-72.20259
02334;Easton;MA;42.023528;-71.132397;-5;1;42.023528,-71.132397
02539;Edgartown;MA;41.380479;-70.52453;-5;1;41.380479,-70.52453
01254;Richmond;MA;42.374711;-73.36336;-5;1;42.374711,-73.36336
02145;Somerville;MA;42.390846;-71.09225;-5;1;42.390846,-71.09225
02283;Boston;MA;42.338947;-70.919635;-5;1;42.338947,-70.919635
02573;Vineyard Haven;MA;41.379836;-70.643092;-5;1;41.379836,-70.643092
02667;Wellfleet;MA;41.922412;-70.01484;-5;1;41.922412,-70.01484
01518;Fiskdale;MA;42.12515;-72.12393;-5;1;42.12515,-72.12393
02553;Monument Beach;MA;41.67336;-70.608047;-5;1;41.67336,-70.608047
01525;Linwood;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
02348;Middleboro;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
02065;Ocean Bluff;MA;42.097219;-70.651567;-5;1;42.097219,-70.651567
01070;Plainfield;MA;42.515853;-72.91661;-5;1;42.515853,-72.91661
02195;Newton;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01803;Burlington;MA;42.506362;-71.20008;-5;1;42.506362,-71.20008
02744;New Bedford;MA;41.610754;-70.91453;-5;1;41.610754,-70.91453
01521;Holland;MA;42.054676;-72.16137;-5;1;42.054676,-72.16137
01367;Rowe;MA;42.694883;-72.90962;-5;1;42.694883,-72.90962
01601;Worcester;MA;42.265275;-71.879415;-5;1;42.265275,-71.879415
01845;North Andover;MA;42.683841;-71.11171;-5;1;42.683841,-71.11171
01026;Cummington;MA;42.465041;-72.91813;-5;1;42.465041,-72.91813
02332;Duxbury;MA;42.031371;-70.70105;-5;1;42.031371,-70.70105
01843;Lawrence;MA;42.691091;-71.16078;-5;1;42.691091,-71.16078
02187;Milton Village;MA;42.180048;-71.08923;-5;1;42.180048,-71.08923
02783;Taunton;MA;41.756214;-71.067062;-5;1;41.756214,-71.067062
01772;Southborough;MA;42.297643;-71.53369;-5;1;42.297643,-71.53369
02541;Falmouth;MA;41.799312;-70.308662;-5;1;41.799312,-70.308662
01430;Ashburnham;MA;42.658768;-71.93287;-5;1;42.658768,-71.93287
01432;Ayer;MA;42.549821;-71.59136;-5;1;42.549821,-71.59136
02151;Revere;MA;42.416247;-71.00525;-5;1;42.416247,-71.00525
01515;East Brookfield;MA;42.212777;-72.05311;-5;1;42.212777,-72.05311
02113;Boston;MA;42.365028;-71.05636;-5;1;42.365028,-71.05636
01856;Lowell;MA;42.641779;-71.303488;-5;1;42.641779,-71.303488
01569;Uxbridge;MA;42.064978;-71.62992;-5;1;42.064978,-71.62992
02359;Pembroke;MA;42.065554;-70.80426;-5;1;42.065554,-70.80426
02663;South Wellfleet;MA;41.800531;-70.076776;-5;1;41.800531,-70.076776
01529;Millville;MA;42.036396;-71.57798;-5;1;42.036396,-71.57798
02136;Hyde Park;MA;42.252198;-71.12593;-5;1;42.252198,-71.12593
02651;North Eastham;MA;41.824264;-69.98176;-5;1;41.824264,-69.98176
01302;Greenfield;MA;42.522178;-72.624164;-5;1;42.522178,-72.624164
01750;Natick;MA;42.273817;-71.378157;-5;1;42.273817,-71.378157
02059;North Marshfield;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
01242;Lenox Dale;MA;42.336557;-73.24599;-5;1;42.336557,-73.24599
01841;Lawrence;MA;42.71159;-71.16667;-5;1;42.71159,-71.16667
02062;Norwood;MA;42.185974;-71.20166;-5;1;42.185974,-71.20166
02364;Kingston;MA;41.993102;-70.73827;-5;1;41.993102,-70.73827
01913;Amesbury;MA;42.854423;-70.93547;-5;1;42.854423,-70.93547
01081;Wales;MA;42.058024;-72.22517;-5;1;42.058024,-72.22517
02341;Hanson;MA;42.059434;-70.86205;-5;1;42.059434,-70.86205
02747;North Dartmouth;MA;41.637916;-70.99076;-5;1;41.637916,-70.99076
02154;Waltham;MA;42.388938;-71.2398;-5;1;42.388938,-71.2398
02176;Melrose;MA;42.459045;-71.06233;-5;1;42.459045,-71.06233
01258;South Egremont;MA;42.103122;-73.45734;-5;1;42.103122,-73.45734
02159;Newton;MA;42.316097;-71.191248;-5;1;42.316097,-71.191248
02633;Chatham;MA;41.686534;-69.97746;-5;1;41.686534,-69.97746
01032;Goshen;MA;42.45792;-72.81551;-5;1;42.45792,-72.81551
01568;Upton;MA;42.17382;-71.60971;-5;1;42.17382,-71.60971
02031;East Mansfield;MA;41.998799;-71.200894;-5;1;41.998799,-71.200894
02254;Waltham;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01240;Lenox;MA;42.36237;-73.27683;-5;1;42.36237,-73.27683
02363;Plymouth;MA;41.959094;-70.706774;-5;1;41.959094,-70.706774
02070;Sheldonville;MA;42.180048;-71.08923;-5;1;42.180048,-71.08923
01101;Springfield;MA;42.170731;-72.604842;-5;1;42.170731,-72.604842
01073;Southampton;MA;42.223885;-72.72777;-5;1;42.223885,-72.72777
01532;Northborough;MA;42.321917;-71.64692;-5;1;42.321917,-71.64692
02209;Boston;MA;42.338947;-70.919635;-5;1;42.338947,-70.919635
01472;West Groton;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02142;Cambridge;MA;42.362297;-71.08412;-5;1;42.362297,-71.08412
02110;Boston;MA;42.356532;-71.05365;-5;1;42.356532,-71.05365
01590;Sutton;MA;42.131028;-71.75121;-5;1;42.131028,-71.75121
02174;Arlington;MA;42.417695;-71.167083;-5;1;42.417695,-71.167083
02164;Newton;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01949;Middleton;MA;42.602278;-71.01356;-5;1;42.602278,-71.01356
02558;Onset;MA;41.746424;-70.65956;-5;1;41.746424,-70.65956
01463;Pepperell;MA;42.665686;-71.5929;-5;1;42.665686,-71.5929
02451;Waltham;MA;42.393029;-71.24771;-5;1;42.393029,-71.24771
01074;South Barre;MA;42.375998;-72.149388;-5;1;42.375998,-72.149388
01805;Burlington;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01961;Peabody;MA;42.635443;-70.879123;-5;1;42.635443,-70.879123
01969;Rowley;MA;42.716708;-70.90899;-5;1;42.716708,-70.90899
02121;Boston;MA;42.307448;-71.08127;-5;1;42.307448,-71.08127
02185;Braintree;MA;42.180048;-71.08923;-5;1;42.180048,-71.08923
02791;Westport Point;MA;41.519104;-71.085137;-5;1;41.519104,-71.085137
02535;Chilmark;MA;41.345578;-70.75145;-5;1;41.345578,-70.75145
01027;Easthampton;MA;42.27279;-72.68677;-5;1;42.27279,-72.68677
01116;Longmeadow;MA;42.170731;-72.604842;-5;1;42.170731,-72.604842
01128;Springfield;MA;42.095344;-72.48857;-5;1;42.095344,-72.48857
01420;Fitchburg;MA;42.578689;-71.80338;-5;1;42.578689,-71.80338
02143;Somerville;MA;42.381929;-71.09908;-5;1;42.381929,-71.09908
02193;Weston;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01431;Ashby;MA;42.672005;-71.8137;-5;1;42.672005,-71.8137
02186;Milton;MA;42.253074;-71.07496;-5;1;42.253074,-71.07496
01129;Springfield;MA;42.121031;-72.4896;-5;1;42.121031,-72.4896
02190;Weymouth;MA;42.1711;-70.94597;-5;1;42.1711,-70.94597
02738;Marion;MA;41.706599;-70.75086;-5;1;41.706599,-70.75086
02746;New Bedford;MA;41.659336;-70.93347;-5;1;41.659336,-70.93347
01612;Paxton;MA;42.307591;-71.91929;-5;1;42.307591,-71.91929
02660;South Dennis;MA;41.712338;-70.16165;-5;1;41.712338,-70.16165
02067;Sharon;MA;42.113749;-71.17923;-5;1;42.113749,-71.17923
02343;Holbrook;MA;42.148351;-71.01037;-5;1;42.148351,-71.01037
01138;Springfield;MA;42.170731;-72.604842;-5;1;42.170731,-72.604842
02631;Brewster;MA;41.746647;-70.07773;-5;1;41.746647,-70.07773
02238;Cambridge;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01369;Shattuckville;MA;42.522178;-72.624164;-5;1;42.522178,-72.624164
01749;Hudson;MA;42.389813;-71.55791;-5;1;42.389813,-71.55791
01899;Andover;MA;42.635443;-70.879123;-5;1;42.635443,-70.879123
02293;Boston;MA;42.338947;-70.919635;-5;1;42.338947,-70.919635
02337;Elmwood;MA;42.022225;-70.931588;-5;1;42.022225,-70.931588
01075;South Hadley;MA;42.234891;-72.58243;-5;1;42.234891,-72.58243
01585;West Brookfield;MA;42.242965;-72.16734;-5;1;42.242965,-72.16734
02170;Quincy;MA;42.267049;-71.01834;-5;1;42.267049,-71.01834
01008;Blandford;MA;42.174313;-72.94828;-5;1;42.174313,-72.94828
01475;Winchendon;MA;42.675441;-72.0467;-5;1;42.675441,-72.0467
01944;Manchester;MA;42.580033;-70.76462;-5;1;42.580033,-70.76462
02156;West Medford;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01235;Hinsdale;MA;42.433661;-73.09278;-5;1;42.433661,-73.09278
01770;Sherborn;MA;42.231025;-71.37202;-5;1;42.231025,-71.37202
01831;Haverhill;MA;42.771095;-71.122054;-5;1;42.771095,-71.122054
01851;Lowell;MA;42.630915;-71.33238;-5;1;42.630915,-71.33238
01945;Marblehead;MA;42.497146;-70.86323;-5;1;42.497146,-70.86323
02178;Belmont;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02140;Cambridge;MA;42.393327;-71.12837;-5;1;42.393327,-71.12837
02205;Boston;MA;42.350334;-71.053877;-5;1;42.350334,-71.053877
02222;Boston;MA;42.367797;-71.06282;-5;1;42.367797,-71.06282
01937;Hathorne;MA;42.635443;-70.879123;-5;1;42.635443,-70.879123
01370;Shelburne Falls;MA;42.603447;-72.72754;-5;1;42.603447,-72.72754
01606;Worcester;MA;42.311342;-71.79531;-5;1;42.311342,-71.79531
01731;Hanscom AFB;MA;42.459085;-71.27556;-5;1;42.459085,-71.27556
02452;Waltham;MA;42.392496;-71.22153;-5;1;42.392496,-71.22153
02492;Needham;MA;42.278247;-71.23388;-5;1;42.278247,-71.23388
01342;Deerfield;MA;42.542322;-72.6091;-5;1;42.542322,-72.6091
02666;Truro;MA;41.992804;-70.05427;-5;1;41.992804,-70.05427
02781;Westport;MA;41.522877;-71.069344;-5;1;41.522877,-71.069344
02649;Mashpee;MA;41.613743;-70.48754;-5;1;41.613743,-70.48754
01524;Leicester;MA;42.238942;-71.91908;-5;1;42.238942,-71.91908
01108;Springfield;MA;42.084094;-72.55523;-5;1;42.084094,-72.55523
01561;South Lancaster;MA;42.443539;-71.686137;-5;1;42.443539,-71.686137
01586;West Millbury;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
01104;Springfield;MA;42.130343;-72.57338;-5;1;42.130343,-72.57338
02179;Waverley;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01331;Athol;MA;42.579931;-72.20836;-5;1;42.579931,-72.20836
02668;West Barnstable;MA;41.70631;-70.37048;-5;1;41.70631,-70.37048
01014;Chicopee;MA;42.170731;-72.604842;-5;1;42.170731,-72.604842
01109;Springfield;MA;42.116277;-72.55031;-5;1;42.116277,-72.55031
01202;Pittsfield;MA;42.3929;-73.228483;-5;1;42.3929,-73.228483
01615;Worcester;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
01060;Northampton;MA;42.324539;-72.63561;-5;1;42.324539,-72.63561
02466;Auburndale;MA;42.345833;-71.24735;-5;1;42.345833,-71.24735
01013;Chicopee;MA;42.161492;-72.60316;-5;1;42.161492,-72.60316
01337;Bernardston;MA;42.678023;-72.55569;-5;1;42.678023,-72.55569
02041;Green Harbor;MA;42.069642;-70.649075;-5;1;42.069642,-70.649075
01705;Framingham;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02542;Buzzards Bay;MA;41.665605;-70.52456;-5;1;41.665605,-70.52456
01245;Monterey;MA;42.180659;-73.20849;-5;1;42.180659,-73.20849
01608;Worcester;MA;42.261343;-71.80173;-5;1;42.261343,-71.80173
01501;Auburn;MA;42.20361;-71.83843;-5;1;42.20361,-71.83843
01748;Hopkinton;MA;42.220447;-71.53418;-5;1;42.220447,-71.53418
02071;South Walpole;MA;42.101406;-71.27239;-5;1;42.101406,-71.27239
01866;Pinehurst;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
02054;Millis;MA;42.166398;-71.36178;-5;1;42.166398,-71.36178
02180;Stoneham;MA;42.480145;-71.09835;-5;1;42.480145,-71.09835
02564;Siasconset;MA;41.273949;-70.015545;-5;1;41.273949,-70.015545
02403;Brockton;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
02644;Forestdale;MA;41.683462;-70.51211;-5;1;41.683462,-70.51211
01376;Turners Falls;MA;42.609425;-72.54438;-5;1;42.609425,-72.54438
01526;Manchaug;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
01852;Lowell;MA;42.634112;-71.29849;-5;1;42.634112,-71.29849
01379;Wendell;MA;42.547274;-72.41724;-5;1;42.547274,-72.41724
01102;Springfield;MA;42.170731;-72.604842;-5;1;42.170731,-72.604842
01224;Berkshire;MA;42.3929;-73.228483;-5;1;42.3929,-73.228483
01824;Chelmsford;MA;42.595491;-71.3544;-5;1;42.595491,-71.3544
01330;Ashfield;MA;42.521131;-72.81116;-5;1;42.521131,-72.81116
05544;Andover;MA;42.647191;-71.184202;-5;1;42.647191,-71.184202
01982;South Hamilton;MA;42.616643;-70.86513;-5;1;42.616643,-70.86513
02103;Boston;MA;42.338947;-70.919635;-5;1;42.338947,-70.919635
02184;Braintree;MA;42.209555;-70.99968;-5;1;42.209555,-70.99968
01373;South Deerfield;MA;42.472734;-72.62452;-5;1;42.472734,-72.62452
01029;East Otis;MA;42.175896;-73.04204;-5;1;42.175896,-73.04204
01227;Dalton;MA;42.516145;-73.092852;-5;1;42.516145,-73.092852
01704;Framingham;MA;42.446396;-71.459405;-5;1;42.446396,-71.459405
01580;Westborough;MA;42.364807;-71.896868;-5;1;42.364807,-71.896868
01344;Erving;MA;42.607051;-72.41396;-5;1;42.607051,-72.41396
02018;Accord;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
01119;Springfield;MA;42.128442;-72.50932;-5;1;42.128442,-72.50932
01523;Lancaster;MA;42.473131;-71.67946;-5;1;42.473131,-71.67946
01571;Dudley;MA;42.049864;-71.9173;-5;1;42.049864,-71.9173
01835;Haverhill;MA;42.757767;-71.08518;-5;1;42.757767,-71.08518
02044;Hingham;MA;41.970474;-70.701357;-5;1;41.970474,-70.701357
01952;Salisbury;MA;42.85048;-70.86153;-5;1;42.85048,-70.86153
02032;East Walpole;MA;42.153912;-71.21362;-5;1;42.153912,-71.21362
02134;Allston;MA;42.355147;-71.13164;-5;1;42.355147,-71.13164
